County,Date,Predicted
Tyler,12/4/2015,437.15
Upton,12/4/2015,357.49
Uvalde,12/4/2015,1200.66
Val Verde,12/4/2015,2168.42
Van Zandt,12/4/2015,1079.99
Victoria,12/4/2015,3310.46
Walker,12/4/2015,1424.53
Waller,12/4/2015,1701.73
Ward,12/4/2015,1203.18
Washington,12/4/2015,1085.31
Webb,12/4/2015,7785.69
Wharton,12/4/2015,1496.31
Wheeler,12/4/2015,95.84
Wichita,12/4/2015,2219.51
Wilbarger,12/4/2015,217.57
Willacy,12/4/2015,639.48
Williamson,12/4/2015,15418.73
Wilson,12/4/2015,1462.35
Winkler,12/4/2015,809.45
Wise,12/4/2015,2051.97
Wood,12/4/2015,874.67
Young,12/4/2015,610.91
Zapata,12/4/2015,418.06
Zavala,12/4/2015,358.16
Anderson,12/5/2015,1117.05
Andrews,12/5/2015,1808.56
Angelina,12/5/2015,1700.95
Aransas,12/5/2015,671.07
Archer,12/5/2015,144.92
Armstrong,12/5/2015,32.15
Atascosa,12/5/2015,1283.81
Austin,12/5/2015,875.56
Bandera,12/5/2015,628.31
Bastrop,12/5/2015,2347.82
Baylor,12/5/2015,59.09
Bee,12/5/2015,883.13
Bell,12/5/2015,10582.67
Bexar,12/5/2015,55812.56
Blanco,12/5/2015,325.15
Borden,12/5/2015,67.46
Bosque,12/5/2015,571.68
Bowie,12/5/2015,1534.12
Brazoria,12/5/2015,11524.11
Brazos,12/5/2015,4054.26
Brewster,12/5/2015,949.24
Briscoe,12/5/2015,25.25
Brooks,12/5/2015,193.34
Brown,12/5/2015,1210.64
Burleson,12/5/2015,518.85
Burnet,12/5/2015,1351.61
Caldwell,12/5/2015,1197.22
Calhoun,12/5/2015,742.90
Callahan,12/5/2015,573.62
Cameron,12/5/2015,11297.00
Carson,12/5/2015,98.90
Castro,12/5/2015,127.98
Chambers,12/5/2015,1300.07
Cherokee,12/5/2015,986.72
Childress,12/5/2015,116.59
Clay,12/5/2015,170.57
Coke,12/5/2015,138.12
Coleman,12/5/2015,357.85
Collin,12/5/2015,28462.66
Collingsworth,12/5/2015,49.63
Colorado,12/5/2015,623.10
Comal,12/5/2015,3719.92
Comanche,12/5/2015,435.65
Concho,12/5/2015,171.90
Cooke,12/5/2015,637.53
Coryell,12/5/2015,2429.51
Cottle,12/5/2015,23.25
Crane,12/5/2015,512.24
Crockett,12/5/2015,394.49
Crosby,12/5/2015,97.01
Culberson,12/5/2015,234.51
Dallas,12/5/2015,80980.41
Dawson,12/5/2015,1383.76
DeWitt,12/5/2015,622.04
Deaf Smith,12/5/2015,315.71
Delta,12/5/2015,101.55
Denton,12/5/2015,24222.48
Dickens,12/5/2015,36.50
Dimmit,12/5/2015,298.01
Duval,12/5/2015,309.95
Eastland,12/5/2015,584.43
Ector,12/5/2015,15926.46
Edwards,12/5/2015,79.74
Ellis,12/5/2015,26798.67
Erath,12/5/2015,1290.82
Falls,12/5/2015,546.25
Fannin,12/5/2015,555.17
Fayette,12/5/2015,746.81
Fisher,12/5/2015,162.61
Floyd,12/5/2015,97.88
Foard,12/5/2015,20.96
Fort Bend,12/5/2015,23358.33
Franklin,12/5/2015,205.46
Freestone,12/5/2015,383.07
Frio,12/5/2015,497.99
Galveston,12/5/2015,10708.69
Garza,12/5/2015,105.83
Gillespie,12/5/2015,1083.28
Glasscock,12/5/2015,133.60
Goliad,12/5/2015,202.85
Gonzales,12/5/2015,615.37
Gray,12/5/2015,379.03
Grayson,12/5/2015,2031.83
Gregg,12/5/2015,2388.24
Grimes,12/5/2015,526.68
Guadalupe,12/5/2015,4428.35
Hale,12/5/2015,571.05
Hall,12/5/2015,51.75
Hamilton,12/5/2015,263.59
Hardeman,12/5/2015,64.60
Hardin,12/5/2015,1078.15
Harris,12/5/2015,151373.30
Haskell,12/5/2015,94.87
Hays,12/5/2015,5564.38
Henderson,12/5/2015,1536.98
Hidalgo,12/5/2015,22333.03
Hill,12/5/2015,1120.45
Hood,12/5/2015,1733.69
Hopkins,12/5/2015,696.31
Houston,12/5/2015,440.81
Howard,12/5/2015,3792.76
Hudspeth,12/5/2015,332.29
Hunt,12/5/2015,2845.26
Irion,12/5/2015,66.81
Jack,12/5/2015,284.72
Jackson,12/5/2015,502.32
Jeff Davis,12/5/2015,228.06
Jim Hogg,12/5/2015,141.21
Jim Wells,12/5/2015,1111.25
Johnson,12/5/2015,5062.60
Jones,12/5/2015,846.22
Karnes,12/5/2015,448.30
Kaufman,12/5/2015,3576.50
Kendall,12/5/2015,1169.27
Kenedy,12/5/2015,10.75
Kent,12/5/2015,12.89
Kerr,12/5/2015,2146.22
Kimble,12/5/2015,188.40
King,12/5/2015,4.33
Kinney,12/5/2015,149.66
Kleberg,12/5/2015,865.01
Knox,12/5/2015,63.46
La Salle,12/5/2015,200.85
Lamar,12/5/2015,814.53
Lampasas,12/5/2015,855.57
Lavaca,12/5/2015,593.10
Lee,12/5/2015,503.48
Leon,12/5/2015,326.85
Liberty,12/5/2015,1514.24
Limestone,12/5/2015,756.35
Live Oak,12/5/2015,324.91
Llano,12/5/2015,828.14
Loving,12/5/2015,8.92
Lubbock,12/5/2015,4835.20
Lynn,12/5/2015,94.93
Madison,12/5/2015,268.67
Martin,12/5/2015,565.01
Mason,12/5/2015,172.81
Matagorda,12/5/2015,1244.67
Maverick,12/5/2015,1532.36
McCulloch,12/5/2015,348.02
McLennan,12/5/2015,7827.24
McMullen,12/5/2015,21.64
Medina,12/5/2015,1440.36
Menard,12/5/2015,91.11
Midland,12/5/2015,16125.75
Milam,12/5/2015,729.49
Mills,12/5/2015,156.57
Mitchell,12/5/2015,385.24
Montague,12/5/2015,319.35
Montgomery,12/5/2015,17687.06
Motley,12/5/2015,18.96
Nacogdoches,12/5/2015,1265.81
Navarro,12/5/2015,1549.57
Nolan,12/5/2015,640.66
Nueces,12/5/2015,9572.55
Oldham,12/5/2015,34.05
Palo Pinto,12/5/2015,903.34
Parker,12/5/2015,3960.02
Pecos,12/5/2015,1644.65
Polk,12/5/2015,893.20
Potter,12/5/2015,2000.49
Presidio,12/5/2015,721.92
Rains,12/5/2015,213.84
Reagan,12/5/2015,388.56
Real,12/5/2015,143.10
Red River,12/5/2015,204.72
Reeves,12/5/2015,1484.89
Refugio,12/5/2015,196.22
Robertson,12/5/2015,319.82
Rockwall,12/5/2015,2823.26
Runnels,12/5/2015,442.12
Rusk,12/5/2015,1045.26
San Jacinto,12/5/2015,525.29
San Patricio,12/5/2015,1798.16
San Saba,12/5/2015,238.63
Schleicher,12/5/2015,134.23
Scurry,12/5/2015,735.54
Shackelford,12/5/2015,107.49
Smith,12/5/2015,4242.08
Somervell,12/5/2015,279.56
Starr,12/5/2015,1691.74
Stephens,12/5/2015,302.39
Sterling,12/5/2015,56.83
Stonewall,12/5/2015,23.07
Sutton,12/5/2015,168.59
Swisher,12/5/2015,124.69
Tarrant,12/5/2015,62548.12
Taylor,12/5/2015,5736.45
Terrell,12/5/2015,95.94
Throckmorton,12/5/2015,51.70
Titus,12/5/2015,630.10
Tom Green,12/5/2015,4949.67
Travis,12/5/2015,34619.08
Trinity,12/5/2015,275.69
Tyler,12/5/2015,415.17
Upton,12/5/2015,357.42
Uvalde,12/5/2015,1151.06
Val Verde,12/5/2015,2078.81
Van Zandt,12/5/2015,1025.60
Victoria,12/5/2015,3104.28
Walker,12/5/2015,1352.81
Waller,12/5/2015,1595.76
Ward,12/5/2015,1203.00
Washington,12/5/2015,1035.67
Webb,12/5/2015,7166.19
Wharton,12/5/2015,1403.11
Wheeler,12/5/2015,94.00
Wichita,12/5/2015,2176.93
Wilbarger,12/5/2015,213.38
Willacy,12/5/2015,588.58
Williamson,12/5/2015,14713.48
Wilson,12/5/2015,1395.50
Winkler,12/5/2015,809.37
Wise,12/5/2015,1981.81
Wood,12/5/2015,830.64
Young,12/5/2015,589.99
Zapata,12/5/2015,384.80
Zavala,12/5/2015,329.64
Anderson,12/6/2015,1035.66
Andrews,12/6/2015,1791.06
Angelina,12/6/2015,1577.02
Aransas,12/6/2015,637.33
Archer,12/6/2015,140.65
Armstrong,12/6/2015,31.21
Atascosa,12/6/2015,1219.27
Austin,12/6/2015,833.09
Bandera,12/6/2015,597.80
Bastrop,12/6/2015,2233.94
Baylor,12/6/2015,57.33
Bee,12/6/2015,838.75
Bell,12/6/2015,9848.41
Bexar,12/6/2015,53105.20
Blanco,12/6/2015,309.38
Borden,12/6/2015,66.80
Bosque,12/6/2015,532.03
Bowie,12/6/2015,1489.09
Brazoria,12/6/2015,10978.17
Brazos,12/6/2015,3758.81
Brewster,12/6/2015,940.06
Briscoe,12/6/2015,24.53
Brooks,12/6/2015,183.60
Brown,12/6/2015,1126.67
Burleson,12/6/2015,493.67
Burnet,12/6/2015,1286.02
Caldwell,12/6/2015,1139.13
Calhoun,12/6/2015,707.70
Callahan,12/6/2015,557.26
Cameron,12/6/2015,10729.10
Carson,12/6/2015,95.98
Castro,12/6/2015,124.21
Chambers,12/6/2015,1238.47
Cherokee,12/6/2015,914.79
Childress,12/6/2015,113.17
Clay,12/6/2015,165.57
Coke,12/6/2015,134.19
Coleman,12/6/2015,347.65
Collin,12/6/2015,26487.85
Collingsworth,12/6/2015,48.14
Colorado,12/6/2015,592.87
Comal,12/6/2015,3539.49
Comanche,12/6/2015,405.42
Concho,12/6/2015,167.01
Cooke,12/6/2015,618.81
Coryell,12/6/2015,2260.93
Cottle,12/6/2015,22.59
Crane,12/6/2015,507.27
Crockett,12/6/2015,390.67
Crosby,12/6/2015,94.18
Culberson,12/6/2015,232.22
Dallas,12/6/2015,75361.76
Dawson,12/6/2015,1370.41
DeWitt,12/6/2015,591.88
Deaf Smith,12/6/2015,306.43
Delta,12/6/2015,94.15
Denton,12/6/2015,22541.84
Dickens,12/6/2015,35.38
Dimmit,12/6/2015,282.99
Duval,12/6/2015,294.37
Eastland,12/6/2015,543.88
Ector,12/6/2015,15772.29
Edwards,12/6/2015,77.46
Ellis,12/6/2015,24939.30
Erath,12/6/2015,1201.26
Falls,12/6/2015,508.34
Fannin,12/6/2015,538.83
Fayette,12/6/2015,710.58
Fisher,12/6/2015,157.95
Floyd,12/6/2015,94.95
Foard,12/6/2015,20.36
Fort Bend,12/6/2015,22251.74
Franklin,12/6/2015,190.53
Freestone,12/6/2015,355.14
Frio,12/6/2015,472.94
Galveston,12/6/2015,10201.32
Garza,12/6/2015,102.72
Gillespie,12/6/2015,1052.41
Glasscock,12/6/2015,132.30
Goliad,12/6/2015,192.66
Gonzales,12/6/2015,585.55
Gray,12/6/2015,367.87
Grayson,12/6/2015,1972.17
Gregg,12/6/2015,2214.17
Grimes,12/6/2015,488.33
Guadalupe,12/6/2015,4213.52
Hale,12/6/2015,554.28
Hall,12/6/2015,50.26
Hamilton,12/6/2015,245.33
Hardeman,12/6/2015,62.69
Hardin,12/6/2015,999.59
Harris,12/6/2015,144201.99
Haskell,12/6/2015,92.10
Hays,12/6/2015,5294.44
Henderson,12/6/2015,1424.98
Hidalgo,12/6/2015,21210.37
Hill,12/6/2015,1042.72
Hood,12/6/2015,1613.41
Hopkins,12/6/2015,645.54
Houston,12/6/2015,408.70
Howard,12/6/2015,3756.07
Hudspeth,12/6/2015,329.10
Hunt,12/6/2015,2647.85
Irion,12/6/2015,64.90
Jack,12/6/2015,264.95
Jackson,12/6/2015,478.54
Jeff Davis,12/6/2015,225.86
Jim Hogg,12/6/2015,134.10
Jim Wells,12/6/2015,1055.40
Johnson,12/6/2015,4711.32
Jones,12/6/2015,822.16
Karnes,12/6/2015,426.55
Kaufman,12/6/2015,3328.37
Kendall,12/6/2015,1112.54
Kenedy,12/6/2015,10.21
Kent,12/6/2015,12.55
Kerr,12/6/2015,2085.11
Kimble,12/6/2015,183.00
King,12/6/2015,4.20
Kinney,12/6/2015,145.41
Kleberg,12/6/2015,821.53
Knox,12/6/2015,61.58
La Salle,12/6/2015,190.75
Lamar,12/6/2015,790.58
Lampasas,12/6/2015,831.23
Lavaca,12/6/2015,564.33
Lee,12/6/2015,479.07
Leon,12/6/2015,303.02
Liberty,12/6/2015,1403.90
Limestone,12/6/2015,703.87
Live Oak,12/6/2015,308.61
Llano,12/6/2015,804.59
Loving,12/6/2015,8.81
Lubbock,12/6/2015,4693.16
Lynn,12/6/2015,92.12
Madison,12/6/2015,249.09
Martin,12/6/2015,559.56
Mason,12/6/2015,167.88
Matagorda,12/6/2015,1185.69
Maverick,12/6/2015,1455.33
McCulloch,12/6/2015,338.13
McLennan,12/6/2015,7284.17
McMullen,12/6/2015,20.54
Medina,12/6/2015,1370.45
Menard,12/6/2015,88.54
Midland,12/6/2015,15969.71
Milam,12/6/2015,694.09
Mills,12/6/2015,145.72
Mitchell,12/6/2015,374.29
Montague,12/6/2015,309.98
Montgomery,12/6/2015,16849.14
Motley,12/6/2015,18.41
Nacogdoches,12/6/2015,1173.54
Navarro,12/6/2015,1442.07
Nolan,12/6/2015,622.40
Nueces,12/6/2015,9091.36
Oldham,12/6/2015,33.05
Palo Pinto,12/6/2015,840.69
Parker,12/6/2015,3685.27
Pecos,12/6/2015,1628.74
Polk,12/6/2015,828.11
Potter,12/6/2015,1941.72
Presidio,12/6/2015,714.93
Rains,12/6/2015,198.24
Reagan,12/6/2015,384.83
Real,12/6/2015,139.03
Red River,12/6/2015,198.68
Reeves,12/6/2015,1470.51
Refugio,12/6/2015,186.36
Robertson,12/6/2015,296.54
Rockwall,12/6/2015,2627.39
Runnels,12/6/2015,429.55
Rusk,12/6/2015,969.08
San Jacinto,12/6/2015,487.00
San Patricio,12/6/2015,1707.78
San Saba,12/6/2015,231.89
Schleicher,12/6/2015,130.40
Scurry,12/6/2015,714.60
Shackelford,12/6/2015,100.04
Smith,12/6/2015,3932.93
Somervell,12/6/2015,260.15
Starr,12/6/2015,1606.72
Stephens,12/6/2015,281.41
Sterling,12/6/2015,55.21
Stonewall,12/6/2015,22.43
Sutton,12/6/2015,163.78
Swisher,12/6/2015,121.05
Tarrant,12/6/2015,58208.33
Taylor,12/6/2015,5573.17
Terrell,12/6/2015,95.00
Throckmorton,12/6/2015,48.10
Titus,12/6/2015,584.16
Tom Green,12/6/2015,4808.81
Travis,12/6/2015,32939.77
Trinity,12/6/2015,255.61
Tyler,12/6/2015,384.90
Upton,12/6/2015,354.00
Uvalde,12/6/2015,1118.29
Val Verde,12/6/2015,2019.64
Van Zandt,12/6/2015,950.89
Victoria,12/6/2015,2957.20
Walker,12/6/2015,1254.21
Waller,12/6/2015,1520.14
Ward,12/6/2015,1191.34
Washington,12/6/2015,985.44
Webb,12/6/2015,6805.95
Wharton,12/6/2015,1336.61
Wheeler,12/6/2015,91.20
Wichita,12/6/2015,2112.99
Wilbarger,12/6/2015,207.10
Willacy,12/6/2015,559.03
Williamson,12/6/2015,13999.75
Wilson,12/6/2015,1327.79
Winkler,12/6/2015,801.50
Wise,12/6/2015,1844.34
Wood,12/6/2015,770.13
Young,12/6/2015,549.07
Zapata,12/6/2015,365.45
Zavala,12/6/2015,313.07
Anderson,12/7/2015,1121.52
Andrews,12/7/2015,1841.15
Angelina,12/7/2015,1707.75
Aransas,12/7/2015,669.68
Archer,12/7/2015,148.21
Armstrong,12/7/2015,32.87
Atascosa,12/7/2015,1281.20
Austin,12/7/2015,859.88
Bandera,12/7/2015,617.06
Bastrop,12/7/2015,2305.74
Baylor,12/7/2015,60.44
Bee,12/7/2015,881.33
Bell,12/7/2015,10580.34
Bexar,12/7/2015,54812.96
Blanco,12/7/2015,319.30
Borden,12/7/2015,68.69
Bosque,12/7/2015,571.55
Bowie,12/7/2015,1568.94
Brazoria,12/7/2015,11848.30
Brazos,12/7/2015,4070.40
Brewster,12/7/2015,966.36
Briscoe,12/7/2015,25.86
Brooks,12/7/2015,192.94
Brown,12/7/2015,1210.38
Burleson,12/7/2015,509.56
Burnet,12/7/2015,1327.41
Caldwell,12/7/2015,1175.78
Calhoun,12/7/2015,763.80
Callahan,12/7/2015,576.75
Cameron,12/7/2015,11274.18
Carson,12/7/2015,101.15
Castro,12/7/2015,130.88
Chambers,12/7/2015,1336.65
Cherokee,12/7/2015,990.64
Childress,12/7/2015,119.25
Clay,12/7/2015,174.41
Coke,12/7/2015,138.88
Coleman,12/7/2015,359.81
Collin,12/7/2015,28456.50
Collingsworth,12/7/2015,50.76
Colorado,12/7/2015,611.96
Comal,12/7/2015,3653.30
Comanche,12/7/2015,435.58
Concho,12/7/2015,172.85
Cooke,12/7/2015,651.96
Coryell,12/7/2015,2428.96
Cottle,12/7/2015,23.81
Crane,12/7/2015,521.46
Crockett,12/7/2015,401.59
Crosby,12/7/2015,99.22
Culberson,12/7/2015,238.72
Dallas,12/7/2015,80962.84
Dawson,12/7/2015,1408.72
DeWitt,12/7/2015,610.87
Deaf Smith,12/7/2015,322.86
Delta,12/7/2015,101.95
Denton,12/7/2015,24217.20
Dickens,12/7/2015,37.32
Dimmit,12/7/2015,297.41
Duval,12/7/2015,309.26
Eastland,12/7/2015,584.28
Ector,12/7/2015,16213.22
Edwards,12/7/2015,80.19
Ellis,12/7/2015,26792.83
Erath,12/7/2015,1290.53
Falls,12/7/2015,546.11
Fannin,12/7/2015,567.73
Fayette,12/7/2015,733.44
Fisher,12/7/2015,163.51
Floyd,12/7/2015,100.09
Foard,12/7/2015,21.45
Fort Bend,12/7/2015,24015.39
Franklin,12/7/2015,206.30
Freestone,12/7/2015,384.60
Frio,12/7/2015,496.97
Galveston,12/7/2015,11009.91
Garza,12/7/2015,108.25
Gillespie,12/7/2015,1089.22
Glasscock,12/7/2015,136.01
Goliad,12/7/2015,202.45
Gonzales,12/7/2015,604.34
Gray,12/7/2015,387.60
Grayson,12/7/2015,2077.91
Gregg,12/7/2015,2397.71
Grimes,12/7/2015,528.80
Guadalupe,12/7/2015,4349.01
Hale,12/7/2015,584.01
Hall,12/7/2015,52.95
Hamilton,12/7/2015,263.54
Hardeman,12/7/2015,66.06
Hardin,12/7/2015,1082.46
Harris,12/7/2015,155631.44
Haskell,12/7/2015,97.01
Hays,12/7/2015,5464.73
Henderson,12/7/2015,1543.09
Hidalgo,12/7/2015,22287.93
Hill,12/7/2015,1120.18
Hood,12/7/2015,1733.32
Hopkins,12/7/2015,699.08
Houston,12/7/2015,442.58
Howard,12/7/2015,3861.07
Hudspeth,12/7/2015,338.25
Hunt,12/7/2015,2844.63
Irion,12/7/2015,67.17
Jack,12/7/2015,284.64
Jackson,12/7/2015,516.48
Jeff Davis,12/7/2015,232.17
Jim Hogg,12/7/2015,140.93
Jim Wells,12/7/2015,1108.99
Johnson,12/7/2015,5061.49
Jones,12/7/2015,850.87
Karnes,12/7/2015,440.25
Kaufman,12/7/2015,3575.73
Kendall,12/7/2015,1148.35
Kenedy,12/7/2015,10.72
Kent,12/7/2015,13.21
Kerr,12/7/2015,2158.02
Kimble,12/7/2015,189.42
King,12/7/2015,4.40
Kinney,12/7/2015,150.47
Kleberg,12/7/2015,863.28
Knox,12/7/2015,64.89
La Salle,12/7/2015,200.44
Lamar,12/7/2015,833.00
Lampasas,12/7/2015,860.28
Lavaca,12/7/2015,582.44
Lee,12/7/2015,494.48
Leon,12/7/2015,328.14
Liberty,12/7/2015,1520.26
Limestone,12/7/2015,756.18
Live Oak,12/7/2015,324.26
Llano,12/7/2015,832.72
Loving,12/7/2015,9.06
Lubbock,12/7/2015,4944.79
Lynn,12/7/2015,97.06
Madison,12/7/2015,269.76
Martin,12/7/2015,575.19
Mason,12/7/2015,173.77
Matagorda,12/7/2015,1279.70
Maverick,12/7/2015,1529.26
McCulloch,12/7/2015,349.91
McLennan,12/7/2015,7825.50
McMullen,12/7/2015,21.62
Medina,12/7/2015,1414.56
Menard,12/7/2015,91.62
Midland,12/7/2015,16416.14
Milam,12/7/2015,716.39
Mills,12/7/2015,156.57
Mitchell,12/7/2015,387.38
Montague,12/7/2015,326.59
Montgomery,12/7/2015,18184.57
Motley,12/7/2015,19.39
Nacogdoches,12/7/2015,1270.85
Navarro,12/7/2015,1549.25
Nolan,12/7/2015,644.17
Nueces,12/7/2015,9553.22
Oldham,12/7/2015,34.83
Palo Pinto,12/7/2015,903.15
Parker,12/7/2015,3959.16
Pecos,12/7/2015,1674.29
Polk,12/7/2015,896.76
Potter,12/7/2015,2045.82
Presidio,12/7/2015,734.89
Rains,12/7/2015,214.71
Reagan,12/7/2015,395.57
Real,12/7/2015,143.87
Red River,12/7/2015,209.37
Reeves,12/7/2015,1511.61
Refugio,12/7/2015,195.83
Robertson,12/7/2015,321.11
Rockwall,12/7/2015,2822.67
Runnels,12/7/2015,444.55
Rusk,12/7/2015,1049.42
San Jacinto,12/7/2015,527.39
San Patricio,12/7/2015,1794.55
San Saba,12/7/2015,239.96
Schleicher,12/7/2015,134.97
Scurry,12/7/2015,739.55
Shackelford,12/7/2015,107.48
Smith,12/7/2015,4259.01
Somervell,12/7/2015,279.48
Starr,12/7/2015,1688.36
Stephens,12/7/2015,302.33
Sterling,12/7/2015,57.15
Stonewall,12/7/2015,23.60
Sutton,12/7/2015,169.55
Swisher,12/7/2015,127.51
Tarrant,12/7/2015,62534.51
Taylor,12/7/2015,5767.98
Terrell,12/7/2015,97.65
Throckmorton,12/7/2015,51.68
Titus,12/7/2015,632.62
Tom Green,12/7/2015,4976.88
Travis,12/7/2015,33999.03
Trinity,12/7/2015,276.80
Tyler,12/7/2015,416.82
Upton,12/7/2015,363.84
Uvalde,12/7/2015,1157.38
Val Verde,12/7/2015,2090.26
Van Zandt,12/7/2015,1029.70
Victoria,12/7/2015,3191.61
Walker,12/7/2015,1358.19
Waller,12/7/2015,1640.62
Ward,12/7/2015,1224.65
Washington,12/7/2015,1017.11
Webb,12/7/2015,7151.70
Wharton,12/7/2015,1442.58
Wheeler,12/7/2015,96.11
Wichita,12/7/2015,2226.26
Wilbarger,12/7/2015,218.22
Willacy,12/7/2015,587.39
Williamson,12/7/2015,14449.98
Wilson,12/7/2015,1370.48
Winkler,12/7/2015,823.94
Wise,12/7/2015,1981.38
Wood,12/7/2015,833.95
Young,12/7/2015,589.87
Zapata,12/7/2015,384.01
Zavala,12/7/2015,328.98
Anderson,12/8/2015,1115.90
Andrews,12/8/2015,1821.95
Angelina,12/8/2015,1699.18
Aransas,12/8/2015,680.16
Archer,12/8/2015,143.87
Armstrong,12/8/2015,31.91
Atascosa,12/8/2015,1301.20
Austin,12/8/2015,850.89
Bandera,12/8/2015,610.59
Bastrop,12/8/2015,2281.72
Baylor,12/8/2015,58.67
Bee,12/8/2015,895.06
Bell,12/8/2015,10167.17
Bexar,12/8/2015,54241.00
Blanco,12/8/2015,315.99
Borden,12/8/2015,67.96
Bosque,12/8/2015,549.21
Bowie,12/8/2015,1523.03
Brazoria,12/8/2015,11914.48
Brazos,12/8/2015,4050.01
Brewster,12/8/2015,956.27
Briscoe,12/8/2015,25.08
Brooks,12/8/2015,195.95
Brown,12/8/2015,1163.08
Burleson,12/8/2015,504.23
Burnet,12/8/2015,1313.55
Caldwell,12/8/2015,1163.52
Calhoun,12/8/2015,768.05
Callahan,12/8/2015,557.85
Cameron,12/8/2015,11449.98
Carson,12/8/2015,98.17
Castro,12/8/2015,127.05
Chambers,12/8/2015,1344.13
Cherokee,12/8/2015,985.65
Childress,12/8/2015,115.76
Clay,12/8/2015,169.35
Coke,12/8/2015,134.34
Coleman,12/8/2015,348.03
Collin,12/8/2015,27345.15
Collingsworth,12/8/2015,49.26
Colorado,12/8/2015,605.55
Comal,12/8/2015,3615.20
Comanche,12/8/2015,418.57
Concho,12/8/2015,167.21
Cooke,12/8/2015,632.92
Coryell,12/8/2015,2334.12
Cottle,12/8/2015,23.11
Crane,12/8/2015,516.03
Crockett,12/8/2015,397.39
Crosby,12/8/2015,96.35
Culberson,12/8/2015,236.21
Dallas,12/8/2015,77800.92
Dawson,12/8/2015,1394.03
DeWitt,12/8/2015,604.50
Deaf Smith,12/8/2015,313.45
Delta,12/8/2015,101.43
Denton,12/8/2015,23271.42
Dickens,12/8/2015,36.23
Dimmit,12/8/2015,302.03
Duval,12/8/2015,314.10
Eastland,12/8/2015,561.44
Ector,12/8/2015,16044.35
Edwards,12/8/2015,77.56
Ellis,12/8/2015,25746.46
Erath,12/8/2015,1240.14
Falls,12/8/2015,524.80
Fannin,12/8/2015,551.13
Fayette,12/8/2015,725.76
Fisher,12/8/2015,158.16
Floyd,12/8/2015,97.16
Foard,12/8/2015,20.80
Fort Bend,12/8/2015,24149.50
Franklin,12/8/2015,205.24
Freestone,12/8/2015,382.68
Frio,12/8/2015,504.72
Galveston,12/8/2015,11071.39
Garza,12/8/2015,105.06
Gillespie,12/8/2015,1053.57
Glasscock,12/8/2015,134.57
Goliad,12/8/2015,205.63
Gonzales,12/8/2015,598.06
Gray,12/8/2015,376.28
Grayson,12/8/2015,2017.15
Gregg,12/8/2015,2385.72
Grimes,12/8/2015,526.18
Guadalupe,12/8/2015,4303.65
Hale,12/8/2015,566.92
Hall,12/8/2015,51.38
Hamilton,12/8/2015,253.27
Hardeman,12/8/2015,64.16
Hardin,12/8/2015,1077.04
Harris,12/8/2015,156500.50
Haskell,12/8/2015,94.19
Hays,12/8/2015,5407.67
Henderson,12/8/2015,1535.39
Hidalgo,12/8/2015,22635.50
Hill,12/8/2015,1076.43
Hood,12/8/2015,1665.63
Hopkins,12/8/2015,695.57
Houston,12/8/2015,440.38
Howard,12/8/2015,3820.83
Hudspeth,12/8/2015,334.72
Hunt,12/8/2015,2733.55
Irion,12/8/2015,64.97
Jack,12/8/2015,273.56
Jackson,12/8/2015,519.36
Jeff Davis,12/8/2015,229.77
Jim Hogg,12/8/2015,143.14
Jim Wells,12/8/2015,1126.28
Johnson,12/8/2015,4863.83
Jones,12/8/2015,823.03
Karnes,12/8/2015,435.66
Kaufman,12/8/2015,3436.11
Kendall,12/8/2015,1136.32
Kenedy,12/8/2015,10.90
Kent,12/8/2015,12.81
Kerr,12/8/2015,2087.37
Kimble,12/8/2015,183.22
King,12/8/2015,4.28
Kinney,12/8/2015,145.54
Kleberg,12/8/2015,876.71
Knox,12/8/2015,63.01
La Salle,12/8/2015,203.57
Lamar,12/8/2015,808.64
Lampasas,12/8/2015,832.12
Lavaca,12/8/2015,576.37
Lee,12/8/2015,489.31
Leon,12/8/2015,326.48
Liberty,12/8/2015,1512.66
Limestone,12/8/2015,726.66
Live Oak,12/8/2015,329.29
Llano,12/8/2015,805.43
Loving,12/8/2015,8.95
Lubbock,12/8/2015,4800.17
Lynn,12/8/2015,94.22
Madison,12/8/2015,268.41
Martin,12/8/2015,569.19
Mason,12/8/2015,168.07
Matagorda,12/8/2015,1286.80
Maverick,12/8/2015,1553.09
McCulloch,12/8/2015,338.48
McLennan,12/8/2015,7519.91
McMullen,12/8/2015,21.93
Medina,12/8/2015,1399.77
Menard,12/8/2015,88.63
Midland,12/8/2015,16245.13
Milam,12/8/2015,708.91
Mills,12/8/2015,150.42
Mitchell,12/8/2015,374.67
Montague,12/8/2015,317.06
Montgomery,12/8/2015,18286.11
Motley,12/8/2015,18.84
Nacogdoches,12/8/2015,1264.50
Navarro,12/8/2015,1488.77
Nolan,12/8/2015,623.10
Nueces,12/8/2015,9702.20
Oldham,12/8/2015,33.78
Palo Pinto,12/8/2015,867.88
Parker,12/8/2015,3804.54
Pecos,12/8/2015,1656.82
Polk,12/8/2015,892.29
Potter,12/8/2015,1986.00
Presidio,12/8/2015,727.24
Rains,12/8/2015,213.64
Reagan,12/8/2015,391.47
Real,12/8/2015,139.19
Red River,12/8/2015,203.22
Reeves,12/8/2015,1495.88
Refugio,12/8/2015,198.89
Robertson,12/8/2015,319.51
Rockwall,12/8/2015,2712.44
Runnels,12/8/2015,430.01
Rusk,12/8/2015,1044.19
San Jacinto,12/8/2015,524.76
